diffusion_rate,inflow_mols,integer,mean_frequency,sd_frequency
1.232846739442066,10000,2,77.68,68.11370395644819
1.3530477745798069,1000,2,76.32,20.695651717208616
1.3530477745798069,2154.4346900318824,2,84.08,28.923635087358345
1.3530477745798069,4641.588833612777,2,78.24,35.67594894790233
1.3530477745798069,10000,2,77.8,66.84309986827361
1.484968262254465,1000,2,81,18.560711193270585
1.484968262254465,2154.4346900318824,2,80.84,25.29439990722584
1.484968262254465,4641.588833612777,2,79.32,39.97574264475896
1.484968262254465,10000,2,81.52,70.18910171814426
1.6297508346206444,1000,2,80.52,23.270367422969496
1.6297508346206444,2154.4346900318824,2,82.8,26.347042844817835
1.6297508346206444,4641.588833612777,2,81.6,35.25738693285896
1.6297508346206444,10000,2,82.76,67.54645315139304
1.7886495290574351,1000,2,80.84,22.294767697077866
1.7886495290574351,2154.4346900318824,2,80.4,24.253865671269807
1.7886495290574351,4641.588833612777,2,83.44,35.83885228817091
1.7886495290574351,10000,2,81.96,64.59713615943048
1.9630406500402715,1000,2,81.68,23.792015467378967
1.9630406500402715,2154.4346900318824,2,83.88,24.049116407884927
1.9630406500402715,4641.588833612777,2,82.92,37.84939453500765
1.9630406500402715,10000,2,84.6,66.92533152700851
2.1544346900318834,1000,2,78.88,20.38651515095211
2.1544346900318834,2154.4346900318824,2,83.64,26.647201228897064
2.1544346900318834,4641.588833612777,2,87.72,35.707748925595034
2.1544346900318834,10000,2,85.32,64.42354642002668
2.364489412645407,1000,2,77.6,23.630841429510433
2.364489412645407,2154.4346900318824,2,84.44,26.478104161740887
2.364489412645407,4641.588833612777,2,82.32,34.54070062983668
2.364489412645407,10000,2,87.48,66.40539636706242
2.595024211399736,1000,2,79.4,23.86070689089771
2.595024211399736,2154.4346900318824,2,79.68,26.34501850445355
2.595024211399736,4641.588833612777,2,85.32,33.719084606001196
2.595024211399736,10000,2,91.36,63.495327912112295
2.848035868435802,1000,2,76.36,24.59654447275064
2.848035868435802,2154.4346900318824,2,82.92,25.358956340249232
2.848035868435802,4641.588833612777,2,88.44,34.83542258487281
2.848035868435802,10000,2,90.92,58.31660712581508
3.1257158496882367,1000,2,77.36,23.556457005811943
3.1257158496882367,2154.4346900318824,2,84.12,27.002036960199874
3.1257158496882367,4641.588833612777,2,89.84,34.11583210182627
3.1257158496882367,10000,2,91.24,65.13273626474887
3.4304692863149175,1000,2,73.24,23.164772104785893
3.4304692863149175,2154.4346900318824,2,82.88,24.903681120134294
3.4304692863149175,4641.588833612777,2,88.84,33.33126660259603
3.4304692863149175,10000,2,95.4,59.728552636071804
3.7649358067924665,1000,2,71.68,22.086421167767313
3.7649358067924665,2154.4346900318824,2,84.4,25.354158107366402
3.7649358067924665,4641.588833612777,2,91.72,34.74612688247905
3.7649358067924665,10000,2,96.32,54.10231048670657
4.132012400115337,1000,2,71.28,23.46010798497455
4.132012400115337,2154.4346900318824,2,84.2,26.59887215654077
4.132012400115337,4641.588833612777,2,89.56,33.82809483255006
4.132012400115337,10000,2,97.68,56.917864799492726
4.534878508128582,1000,2,71.56,21.109002818702734
4.534878508128582,2154.4346900318824,2,86.72,26.013650262890824
4.534878508128582,4641.588833612777,2,95.36,30.998494587103206
4.534878508128582,10000,2,100.04,56.11630779016025
4.977023564332112,1000,2,68.92,24.787295132789296
4.977023564332112,2154.4346900318824,2,82.08,26.54543275217038
4.977023564332112,4641.588833612777,2,88.52,32.27372512328463
4.977023564332112,10000,2,102.64,54.03307628974436
5.462277217684344,1000,2,67.72,20.644854080375577
5.462277217684344,2154.4346900318824,2,81.92,28.674785671968557
5.462277217684344,4641.588833612777,2,91.96,34.489708609960736
5.462277217684344,10000,2,103.96,53.10797178076628
5.994842503189409,1000,2,65.64,23.214363369833485
5.994842503189409,2154.4346900318824,2,77.68,24.917731303899505
5.994842503189409,4641.588833612777,2,90.36,30.503934172496503
5.994842503189409,10000,2,105.72,52.735598350007685
6.579332246575679,1000,2,59.4,17.839562774911272
6.579332246575679,2154.4346900318824,2,79.72,26.78077668776617
6.579332246575679,4641.588833612777,2,92.32,33.572955385746624
6.579332246575679,10000,2,105.04,52.14361578052165
7.220809018385466,1000,2,59.8,19.739976359323904
7.220809018385466,2154.4346900318824,2,79.64,25.054740070493647
7.220809018385466,4641.588833612777,2,91.76,33.952515861616696
7.220809018385466,10000,2,107.68,51.84328950468582
7.924828983539173,1000,2,55.88,19.470747289202844
7.924828983539173,2154.4346900318824,2,77.8,27.608875384557045
7.924828983539173,4641.588833612777,2,89.48,32.06779277301968
7.924828983539173,10000,2,111.56,50.227880703848136
8.697490026177835,1000,2,53.48,18.373713106863654
8.697490026177835,2154.4346900318824,2,73.72,24.962505216157023
8.697490026177835,4641.588833612777,2,90.8,33.022719451916736
8.697490026177835,10000,2,106.72,45.90889528911218
9.545484566618342,1000,2,49.28,17.648229372942772
9.545484566618342,2154.4346900318824,2,73.64,23.84827037753472
9.545484566618342,4641.588833612777,2,95.68,33.76600854903246
9.545484566618342,10000,2,109.88,47.11981182758126
10.476157527896651,1000,2,47.52,14.961394765640446
10.476157527896651,2154.4346900318824,2,74.84,24.932709439609646
10.476157527896651,4641.588833612777,2,90.44,30.5124018501767
10.476157527896651,10000,2,110.88,41.91789593956261
11.497569953977356,1000,2,41.84,13.474296518433407
11.497569953977356,2154.4346900318824,2,67.84,20.48308245032145
11.497569953977356,4641.588833612777,2,85.6,28.464890654980568
11.497569953977356,10000,2,112.04,47.319375876413815
12.61856883066021,1000,2,40.2,13.022416570411705
12.61856883066021,2154.4346900318824,2,67.08,22.71732085142671
12.61856883066021,4641.588833612777,2,88.64,29.91359779988581
12.61856883066021,10000,2,114.44,44.071041134362446
13.848863713938732,1000,2,35,13.5
13.848863713938732,2154.4346900318824,2,61.28,22.266417164270802
13.848863713938732,4641.588833612777,2,87.8,30.04995840263344
13.848863713938732,10000,2,112.12,42.9023309390061
15.199110829529332,1000,2,35,11.191514642799696
15.199110829529332,2154.4346900318824,2,61.76,19.97348242044937
15.199110829529332,4641.588833612777,2,82.04,28.979130421736258
15.199110829529332,10000,2,113.56,42.61560746956448
16.68100537200059,1000,2,29.08,10.723494455322545
16.68100537200059,2154.4346900318824,2,55.48,20.866879658124898
16.68100537200059,4641.588833612777,2,82.8,28.30635970943632
16.68100537200059,10000,2,116.8,42.352685865243544
18.30738280295368,1000,2,26.92,10.447966309287182
18.30738280295368,2154.4346900318824,2,51.04,16.246743263394873
18.30738280295368,4641.588833612777,2,82.96,28.30265005260108
18.30738280295368,10000,2,111.96,38.94277853466545
20.09233002565048,1000,2,24,8.351646544245034
20.09233002565048,2154.4346900318824,2,47.6,16.40629960309962
20.09233002565048,4641.588833612777,2,74.6,25.462390565956948
20.09233002565048,10000,2,111.32,43.02975714549177
22.051307399030456,1000,2,23.12,8.809653795694812
22.051307399030456,2154.4346900318824,2,43.48,16.194443491518935
22.051307399030456,4641.588833612777,2,75.84,24.776803667947163
22.051307399030456,10000,2,111.8,42.27686522595228
24.20128264794381,1000,2,18.2,7.404953297174354
24.20128264794381,2154.4346900318824,2,39.8,13.2664991614216
24.20128264794381,4641.588833612777,2,69.88,24.102766092988855
24.20128264794381,10000,2,110.32,36.284431923346965
26.560877829466868,1000,2,17.08,5.6267219586540795
26.560877829466868,2154.4346900318824,2,38.84,14.04362251462682
26.560877829466868,4641.588833612777,2,66.68,19.16750722794525
26.560877829466868,10000,2,110.52,35.041784581648614
29.15053062825176,1000,2,13.96,4.47250116452379
29.15053062825176,2154.4346900318824,2,34.36,11.589794361132268
29.15053062825176,4641.588833612777,2,64.84,19.823555012492925
29.15053062825176,10000,2,110.96,37.928089854354646
31.99267137797385,1000,2,12.88,5.456800039094952
31.99267137797385,2154.4346900318824,2,28.32,9.762684057163789
31.99267137797385,4641.588833612777,2,61.64,21.895357194315572
31.99267137797385,10000,2,110.04,36.58834058367046
35.11191734215131,1000,2,10.36,4.733568069296846
35.11191734215131,2154.4346900318824,2,28.44,10.324243313676794
35.11191734215131,4641.588833612777,2,55.28,18.818253549855967
35.11191734215131,10000,2,101.12,33.05717269620417
38.535285937105314,1000,2,8.88,3.479942528261063
38.535285937105314,2154.4346900318824,2,24.36,8.321057625085889
38.535285937105314,4641.588833612777,2,50.8,17.18041520646887
38.535285937105314,10000,2,96,30.31638720780122
42.29242874389499,1000,2,6.88,3.122306839501845
42.29242874389499,2154.4346900318824,2,19.92,7.857692621459135
42.29242874389499,4641.588833612777,2,45.52,16.078246173012776
42.29242874389499,10000,2,95.84,35.39383185434057
46.41588833612777,1000,2,6.08,2.849514578543744
46.41588833612777,2154.4346900318824,2,17.72,6.895167389797969
46.41588833612777,4641.588833612777,2,42.64,16.069847541280534
46.41588833612777,10000,2,89.4,27.73385416177612
50.9413801481638,1000,2,5.32,2.9114715637743513
50.9413801481638,2154.4346900318824,2,16.12,6.450581369148055
50.9413801481638,4641.588833612777,2,36.36,13.619471355379401
50.9413801481638,10000,2,91.96,30.04785072735375
55.90810182512222,1000,2,4.48,2.6318561257535844
55.90810182512222,2154.4346900318824,2,13.2,5.049752469181039
55.90810182512222,4641.588833612777,2,33.8,12.230426539304888
55.90810182512222,10000,2,84.2,26.539279065817393
61.35907273413173,1000,2,4,2.0207259421636903
61.35907273413173,2154.4346900318824,2,12.04,5.0039984012787215
61.35907273413173,4641.588833612777,2,29.96,11.211898441685364
61.35907273413173,10000,2,76.72,25.862650031786508
67.34150657750821,1000,2,3,1.6583123951777
67.34150657750821,2154.4346900318824,2,9.24,3.8974350539810154
67.34150657750821,4641.588833612777,2,27.4,10.03327796219494
67.34150657750821,10000,2,72.32,24.11037121240567
73.90722033525775,1000,2,2.08,1.3312650625125961
73.90722033525775,2154.4346900318824,2,8.44,4.6014490471299725
73.90722033525775,4641.588833612777,2,23.84,8.952094726934027
73.90722033525775,10000,2,68.8,21.550328690455437
81.11308307896869,1000,2,2.4,1.0939226054281292
81.11308307896869,2154.4346900318824,2,6.68,3.3005050118630836
81.11308307896869,4641.588833612777,2,20.04,7.3171032519706865
81.11308307896869,10000,2,63.04,22.471240879547945
89.02150854450383,1000,2,2.2,1.3686976778431872
89.02150854450383,2154.4346900318824,2,4.92,2.7358240684176556
89.02150854450383,4641.588833612777,2,16.6,6.940220937885671
89.02150854450383,10000,2,56.8,17.488091186099567
97.70099572992255,1000,2,1.36,1.0167923419590976
97.70099572992255,2154.4346900318824,2,5.16,2.3748684174075834
97.70099572992255,4641.588833612777,2,14.84,5.451048828742349
97.70099572992255,10000,2,48.88,16.18466352240087
107.22672220103232,1000,2,1.08,1.02081666653061
107.22672220103232,2154.4346900318824,2,5.16,2.8484966795370035
107.22672220103232,4641.588833612777,2,13.56,5.766859341675213
107.22672220103232,10000,2,45.28,16.917742166140254
117.6811952434998,1000,2,0.64,0.5340411969127475
117.6811952434998,2154.4346900318824,2,4.28,2.5878047324582534
117.6811952434998,4641.588833612777,2,11.08,5.179446559881342
117.6811952434998,10000,2,41.44,14.259733517846678
129.1549665014884,1000,2,0.96,0.7567474259399015
129.1549665014884,2154.4346900318824,2,2.84,1.572683481611393
129.1549665014884,4641.588833612777,2,8.32,3.4365680554879168
129.1549665014884,10000,2,32.56,11.254924847964705
141.74741629268047,1000,2,0.52,0.7045565981523415
141.74741629268047,2154.4346900318824,2,1.88,1.0007663730028769
141.74741629268047,4641.588833612777,2,7.16,3.223352292257239
141.74741629268047,10000,2,30.76,10.433439829062449
155.56761439304722,1000,2,0.32,0.6289674077406555
155.56761439304722,2154.4346900318824,2,1.64,1.2300406497347964
155.56761439304722,4641.588833612777,2,6.36,2.8413611761501443
155.56761439304722,10000,2,24.52,8.44649828824545
170.73526474706904,1000,2,0.48,0.4570922591045853
170.73526474706904,2154.4346900318824,2,1.4,0.8225975119502045
170.73526474706904,4641.588833612777,2,4.84,2.482726995328591
170.73526474706904,10000,2,21.08,7.273926037567333
187.3817422860385,1000,2,0.4,0.5507570547286103
187.3817422860385,2154.4346900318824,2,1.08,1.0509678079433895
187.3817422860385,4641.588833612777,2,4.32,2.646658270347723
187.3817422860385,10000,2,17.4,7.477744758058185
205.65123083486515,1000,2,0.2,0.36514837167011077
205.65123083486515,2154.4346900318824,2,0.76,0.6334035048845246
205.65123083486515,4641.588833612777,2,3.4,1.94593593591019
205.65123083486515,10000,2,14.44,6.096993794759293
225.7019719633919,1000,2,0.36,0.48117910733253305
225.7019719633919,2154.4346900318824,2,0.96,0.8333066662399864
225.7019719633919,4641.588833612777,2,1.76,1.4996444022945352
225.7019719633919,10000,2,11.76,5.309425580983314
247.7076355991711,1000,2,0.16,0.3429285639896449
247.7076355991711,2154.4346900318824,2,0.56,0.6276941930590086
247.7076355991711,4641.588833612777,2,1.84,1.275512968704487
247.7076355991711,10000,2,9.28,4.382358573492893
271.85882427329403,1000,2,0.12,0.3111269837220809
271.85882427329403,2154.4346900318824,2,0.24,0.38
271.85882427329403,4641.588833612777,2,1.68,1.280104162428459
271.85882427329403,10000,2,9.52,4.398105652816145
298.364724028334,1000,2,0.08,0.39191835884530846
298.364724028334,2154.4346900318824,2,0.24,0.47469288317114394
298.364724028334,4641.588833612777,2,1.6,1.1298967504452195
298.364724028334,10000,2,6.68,3.4607320998116378
327.45491628777285,1000,2,0.04,0.19595917942265423
327.45491628777285,2154.4346900318824,2,0.16,0.3429285639896449
327.45491628777285,4641.588833612777,2,0.8,0.7724420150837645
327.45491628777285,10000,2,5.76,2.733910508167132
359.38136638046257,1000,2,0.04,0.19595917942265423
359.38136638046257,2154.4346900318824,2,0.2,0.36514837167011077
359.38136638046257,4641.588833612777,2,0.96,0.6666333324999584
359.38136638046257,10000,2,3.84,2.4097026095903757
394.4206059437656,1000,2,0.04,0.19595917942265423
394.4206059437656,2154.4346900318824,2,0.12,0.3111269837220809
394.4206059437656,4641.588833612777,2,0.52,0.5839520528262573
394.4206059437656,10000,2,3.4,1.533514482053126
432.8761281083057,1000,2,0.04,0.19595917942265423
432.8761281083057,2154.4346900318824,2,0.16,0.3429285639896449
432.8761281083057,4641.588833612777,2,0.44,0.5424635164383562
432.8761281083057,10000,2,3.16,1.3752090750136867
475.0810162102798,2154.4346900318824,2,0.08,0.26558112382722787
475.0810162102798,4641.588833612777,2,0.4,0.7348469228349535
475.0810162102798,10000,2,2,1.4142135623730951
521.4008287999684,4641.588833612777,2,0.16,0.3429285639896449
521.4008287999684,10000,2,1.48,1.1348127598859648
572.236765935022,2154.4346900318824,2,0.08,0.26558112382722787
572.236765935022,4641.588833612777,2,0.16,0.3429285639896449
572.236765935022,10000,2,1.4,0.9183318209303941
628.0291441834253,2154.4346900318824,2,0.04,0.19595917942265423
628.0291441834253,4641.588833612777,2,0.16,0.3429285639896449
628.0291441834253,10000,2,1.12,0.8317852286898744
689.2612104349695,2154.4346900318824,2,0.12,0.3111269837220809
689.2612104349695,4641.588833612777,2,0.2,0.36514837167011077
689.2612104349695,10000,2,1.16,0.6644295799154841
756.463327554629,1000,2,0.04,0.19595917942265423
756.463327554629,2154.4346900318824,2,0.04,0.19595917942265423
756.463327554629,4641.588833612777,2,0.08,0.26558112382722787
756.463327554629,10000,2,0.64,0.8171495171223766
830.2175681319744,4641.588833612777,2,0.04,0.19595917942265423
830.2175681319744,10000,2,0.52,0.6514087298565574
911.1627561154896,2154.4346900318824,2,0.04,0.19595917942265423
911.1627561154896,4641.588833612777,2,0.12,0.3111269837220809
911.1627561154896,10000,2,0.44,0.6078925343622287
1000,2154.4346900318824,2,0.08,0.39191835884530846
1000,4641.588833612777,2,0.12,0.3111269837220809
1000,10000,2,6.88,3.8040855230484327
