n_atoms,log10_N,assembly_index
11,7.0871,7
11,7.0871,8
11,7.0871,6
11,7.0871,8
11,7.0871,9
11,7.0871,7
11,7.0871,7
11,7.0871,6
11,7.0871,6
11,7.0871,7
11,7.0871,7
11,7.0871,7
11,7.0871,6
11,7.0871,6
12,7.8576,7
12,7.8576,6
12,7.8576,8
12,7.8576,8
12,7.8576,6
12,7.8576,8
12,7.8576,6
12,7.8576,7
12,7.8576,8
12,7.8576,7
12,7.8576,7
12,7.8576,6
12,7.8576,9
12,7.8576,9
12,7.8576,7
12,7.8576,6
12,7.8576,6
12,7.8576,8
12,7.8576,8
12,7.8576,6
12,7.8576,7
12,7.8576,10
12,7.8576,9
12,7.8576,8
12,7.8576,7
12,7.8576,9
12,7.8576,7
12,7.8576,6
12,7.8576,7
12,7.8576,10
12,7.8576,7
12,7.8576,7
12,7.8576,7
12,7.8576,8
12,7.8576,9
12,7.8576,7
12,7.8576,6
12,7.8576,8
12,7.8576,7
12,7.8576,10
12,7.8576,8
12,7.8576,6
12,7.8576,9
12,7.8576,7
12,7.8576,7
12,7.8576,8
12,7.8576,7
12,7.8576,9
12,7.8576,8
12,7.8576,9
12,7.8576,8
12,7.8576,7
12,7.8576,10
12,7.8576,8
12,7.8576,7
12,7.8576,7
12,7.8576,7
12,7.8576,8
12,7.8576,6
12,7.8576,8
12,7.8576,7
12,7.8576,8
12,7.8576,7
12,7.8576,7
12,7.8576,7
12,7.8576,8
12,7.8576,7
12,7.8576,9
12,7.8576,10
12,7.8576,7
12,7.8576,9
12,7.8576,7
12,7.8576,7
12,7.8576,6
12,7.8576,7
12,7.8576,7
12,7.8576,6
12,7.8576,7
12,7.8576,7
12,7.8576,8
12,7.8576,7
12,7.8576,8
12,7.8576,7
12,7.8576,8
12,7.8576,5
12,7.8576,7
12,7.8576,8
12,7.8576,8
12,7.8576,8
12,7.8576,9
12,7.8576,8
12,7.8576,6
12,7.8576,8
12,7.8576,9
12,7.8576,7
12,7.8576,10
12,7.8576,7
12,7.8576,8
12,7.8576,7
12,7.8576,7
12,7.8576,5
12,7.8576,6
12,7.8576,6
12,7.8576,9
12,7.8576,7
12,7.8576,9
12,7.8576,7
12,7.8576,8
12,7.8576,7
12,7.8576,7
12,7.8576,6
12,7.8576,5
12,7.8576,6
12,7.8576,8
12,7.8576,7
12,7.8576,8
12,7.8576,8
12,7.8576,7
12,7.8576,6
12,7.8576,8
12,7.8576,7
12,7.8576,9
12,7.8576,6
12,7.8576,9
12,7.8576,8
12,7.8576,8
12,7.8576,9
12,7.8576,8
12,7.8576,8
12,7.8576,8
12,7.8576,7
12,7.8576,7
12,7.8576,6
12,7.8576,8
12,7.8576,8
12,7.8576,7
12,7.8576,6
12,7.8576,6
12,7.8576,6
12,7.8576,6
12,7.8576,7
12,7.8576,8
12,7.8576,8
12,7.8576,9
12,7.8576,9
12,7.8576,8
12,7.8576,8
12,7.8576,8
12,7.8576,7
12,7.8576,8
12,7.8576,8
12,7.8576,8
12,7.8576,5
12,7.8576,6
12,7.8576,8
12,7.8576,8
12,7.8576,6
12,7.8576,11
12,7.8576,7
12,7.8576,8
12,7.8576,6
12,7.8576,7
12,7.8576,9
12,7.8576,7
12,7.8576,6
12,7.8576,8
12,7.8576,6
12,7.8576,9
12,7.8576,7
12,7.8576,8
12,7.8576,11
12,7.8576,8
12,7.8576,7
12,7.8576,8
12,7.8576,9
12,7.8576,6
12,7.8576,7
12,7.8576,8
12,7.8576,9
12,7.8576,6
12,7.8576,7
12,7.8576,7
12,7.8576,8
12,7.8576,8
12,7.8576,5
12,7.8576,9
12,7.8576,7
12,7.8576,10
12,7.8576,6
12,7.8576,8
12,7.8576,8
12,7.8576,6
12,7.8576,9
12,7.8576,9
12,7.8576,6
12,7.8576,8
12,7.8576,8
12,7.8576,6
12,7.8576,7
12,7.8576,7
12,7.8576,8
12,7.8576,7
12,7.8576,6
12,7.8576,9
12,7.8576,10
12,7.8576,9
12,7.8576,7
12,7.8576,7
12,7.8576,7
12,7.8576,6
12,7.8576,6
12,7.8576,6
12,7.8576,8
12,7.8576,7
12,7.8576,6
12,7.8576,7
12,7.8576,8
12,7.8576,7
12,7.8576,8
12,7.8576,9
12,7.8576,8
12,7.8576,7
12,7.8576,8
12,7.8576,6
12,7.8576,7
12,7.8576,7
12,7.8576,6
12,7.8576,8
12,7.8576,8
12,7.8576,9
12,7.8576,8
12,7.8576,6
12,7.8576,8
12,7.8576,6
12,7.8576,7
12,7.8576,8
12,7.8576,8
12,7.8576,7
12,7.8576,7
12,7.8576,8
12,7.8576,8
12,7.8576,7
12,7.8576,6
12,7.8576,7
12,7.8576,9
12,7.8576,8
12,7.8576,7
12,7.8576,6
12,7.8576,9
12,7.8576,7
12,7.8576,8
12,7.8576,6
12,7.8576,6
12,7.8576,9
12,7.8576,11
12,7.8576,9
12,7.8576,8
12,7.8576,9
12,7.8576,7
12,7.8576,7
12,7.8576,9
12,7.8576,7
12,7.8576,8
12,7.8576,7
12,7.8576,8
12,7.8576,7
12,7.8576,7
12,7.8576,7
12,7.8576,6
12,7.8576,9
12,7.8576,9
12,7.8576,8
12,7.8576,7
12,7.8576,5
12,7.8576,6
12,7.8576,7
12,7.8576,7
12,7.8576,9
12,7.8576,9
12,7.8576,7
12,7.8576,10
12,7.8576,8
12,7.8576,7
12,7.8576,8
12,7.8576,8
12,7.8576,6
12,7.8576,6
12,7.8576,7
12,7.8576,7
12,7.8576,5
12,7.8576,7
12,7.8576,8
12,7.8576,7
12,7.8576,7
12,7.8576,7
12,7.8576,7
12,7.8576,8
12,7.8576,6
12,7.8576,9
12,7.8576,6
12,7.8576,8
12,7.8576,9
12,7.8576,7
12,7.8576,7
12,7.8576,8
12,7.8576,9
12,7.8576,9
12,7.8576,7
12,7.8576,8
12,7.8576,9
12,7.8576,9
12,7.8576,6
12,7.8576,6
12,7.8576,7
12,7.8576,7
12,7.8576,8
12,7.8576,9
12,7.8576,7
12,7.8576,7
12,7.8576,8
12,7.8576,7
12,7.8576,7
12,7.8576,9
12,7.8576,8
12,7.8576,7
12,7.8576,8
12,7.8576,7
12,7.8576,8
12,7.8576,8
12,7.8576,8
12,7.8576,5
12,7.8576,7
12,7.8576,7
12,7.8576,7
12,7.8576,7
12,7.8576,6
12,7.8576,6
12,7.8576,7
12,7.8576,6
12,7.8576,7
12,7.8576,7
12,7.8576,7
12,7.8576,8
12,7.8576,8
12,7.8576,6
12,7.8576,8
12,7.8576,8
12,7.8576,7
12,7.8576,7
12,7.8576,8
12,7.8576,8
12,7.8576,10
12,7.8576,9
12,7.8576,8
12,7.8576,8
12,7.8576,9
12,7.8576,7
12,7.8576,7
12,7.8576,7
12,7.8576,7
12,7.8576,7
12,7.8576,7
12,7.8576,7
12,7.8576,8
12,7.8576,6
12,7.8576,7
12,7.8576,7
12,7.8576,9
12,7.8576,9
12,7.8576,8
12,7.8576,8
12,7.8576,7
12,7.8576,8
12,7.8576,9
12,7.8576,7
12,7.8576,6
12,7.8576,7
12,7.8576,8
12,7.8576,6
12,7.8576,8
12,7.8576,10
12,7.8576,6
12,7.8576,11
12,7.8576,7
12,7.8576,7
12,7.8576,9
12,7.8576,7
12,7.8576,7
12,7.8576,8
12,7.8576,9
12,7.8576,6
12,7.8576,8
12,7.8576,6
12,7.8576,6
12,7.8576,9
12,7.8576,6
12,7.8576,7
12,7.8576,7
12,7.8576,9
12,7.8576,9
12,7.8576,7
12,7.8576,7
12,7.8576,7
12,7.8576,9
12,7.8576,8
12,7.8576,7
12,7.8576,8
12,7.8576,9
12,7.8576,8
12,7.8576,9
12,7.8576,8
12,7.8576,10
12,7.8576,10
12,7.8576,9
12,7.8576,7
12,7.8576,8
12,7.8576,8
12,7.8576,7
12,7.8576,7
12,7.8576,9
12,7.8576,6
12,7.8576,7
12,7.8576,8
12,7.8576,8
12,7.8576,7
12,7.8576,7
12,7.8576,7
12,7.8576,6
12,7.8576,7
12,7.8576,7
12,7.8576,7
12,7.8576,7
12,7.8576,7
12,7.8576,6
12,7.8576,8
12,7.8576,6
12,7.8576,6
12,7.8576,6
12,7.8576,9
12,7.8576,8
12,7.8576,8
12,7.8576,7
12,7.8576,7
12,7.8576,7
12,7.8576,8
12,7.8576,8
12,7.8576,8
12,7.8576,9
12,7.8576,6
12,7.8576,8
12,7.8576,9
12,7.8576,7
12,7.8576,7
12,7.8576,7
12,7.8576,8
12,7.8576,8
12,7.8576,10
12,7.8576,8
12,7.8576,7
12,7.8576,7
12,7.8576,8
12,7.8576,9
12,7.8576,6
12,7.8576,6
12,7.8576,8
12,7.8576,8
12,7.8576,9
12,7.8576,8
12,7.8576,7
12,7.8576,9
12,7.8576,6
12,7.8576,7
12,7.8576,8
12,7.8576,8
12,7.8576,7
12,7.8576,7
12,7.8576,11
12,7.8576,10
12,7.8576,10
12,7.8576,8
12,7.8576,7
12,7.8576,8
12,7.8576,8
12,7.8576,8
12,7.8576,7
12,7.8576,6
12,7.8576,7
12,7.8576,6
12,7.8576,7
12,7.8576,6
12,7.8576,9
12,7.8576,6
12,7.8576,6
12,7.8576,6
12,7.8576,6
12,7.8576,8
12,7.8576,8
12,7.8576,7
12,7.8576,7
12,7.8576,7
12,7.8576,7
12,7.8576,8
12,7.8576,8
12,7.8576,9
12,7.8576,7
12,7.8576,8
12,7.8576,7
12,7.8576,7
12,7.8576,7
12,7.8576,6
12,7.8576,6
12,7.8576,8
12,7.8576,8
12,7.8576,6
12,7.8576,6
12,7.8576,8
12,7.8576,7
12,7.8576,6
12,7.8576,8
12,7.8576,7
12,7.8576,9
12,7.8576,7
12,7.8576,8
12,7.8576,9
12,7.8576,8
12,7.8576,8
12,7.8576,7
12,7.8576,9
12,7.8576,9
12,7.8576,6
12,7.8576,7
12,7.8576,8
12,7.8576,7
12,7.8576,6
12,7.8576,7
12,7.8576,6
12,7.8576,8
12,7.8576,6
12,7.8576,7
12,7.8576,6
12,7.8576,6
12,7.8576,7
12,7.8576,10
12,7.8576,6
12,7.8576,7
12,7.8576,7
12,7.8576,8
12,7.8576,10
12,7.8576,8
12,7.8576,6
12,7.8576,9
12,7.8576,6
12,7.8576,9
12,7.8576,8
12,7.8576,8
12,7.8576,7
12,7.8576,8
12,7.8576,9
12,7.8576,6
12,7.8576,7
12,7.8576,7
12,7.8576,7
12,7.8576,8
12,7.8576,7
12,7.8576,6
12,7.8576,8
12,7.8576,6
12,7.8576,7
12,7.8576,7
12,7.8576,7
12,7.8576,6
12,7.8576,8
12,7.8576,10
12,7.8576,7
12,7.8576,8
12,7.8576,7
12,7.8576,7
12,7.8576,8
12,7.8576,8
12,7.8576,7
12,7.8576,11
12,7.8576,7
12,7.8576,7
12,7.8576,7
12,7.8576,7
12,7.8576,8
12,7.8576,6
12,7.8576,9
12,7.8576,8
12,7.8576,6
12,7.8576,8
12,7.8576,9
12,7.8576,6
12,7.8576,9
12,7.8576,6
12,7.8576,9
12,7.8576,8
12,7.8576,7
12,7.8576,7
12,7.8576,8
12,7.8576,7
12,7.8576,8
12,7.8576,6
12,7.8576,7
12,7.8576,8
12,7.8576,8
12,7.8576,7
12,7.8576,7
12,7.8576,6
12,7.8576,7
12,7.8576,11
12,7.8576,6
12,7.8576,8
12,7.8576,8
12,7.8576,8
12,7.8576,7
12,7.8576,7
12,7.8576,7
12,7.8576,7
12,7.8576,6
12,7.8576,7
12,7.8576,8
12,7.8576,6
12,7.8576,6
12,7.8576,7
12,7.8576,7
12,7.8576,6
12,7.8576,9
12,7.8576,7
12,7.8576,7
12,7.8576,10
12,7.8576,10
12,7.8576,7
12,7.8576,10
12,7.8576,7
12,7.8576,9
12,7.8576,9
12,7.8576,6
12,7.8576,7
12,7.8576,6
12,7.8576,9
12,7.8576,7
12,7.8576,7
12,7.8576,7
12,7.8576,8
12,7.8576,8
12,7.8576,7
12,7.8576,8
12,7.8576,6
12,7.8576,6
12,7.8576,9
12,7.8576,9
12,7.8576,7
12,7.8576,7
12,7.8576,8
12,7.8576,8
12,7.8576,9
12,7.8576,7
12,7.8576,8
12,7.8576,7
12,7.8576,8
12,7.8576,7
12,7.8576,7
12,7.8576,8
12,7.8576,9
12,7.8576,6
12,7.8576,10
12,7.8576,9
12,7.8576,7
12,7.8576,7
12,7.8576,10
12,7.8576,7
12,7.8576,7
12,7.8576,9
12,7.8576,6
12,7.8576,7
12,7.8576,5
12,7.8576,9
12,7.8576,8
12,7.8576,6
12,7.8576,6
12,7.8576,7
12,7.8576,7
12,7.8576,8
12,7.8576,8
12,7.8576,8
12,7.8576,7
12,7.8576,6
12,7.8576,7
12,7.8576,6
12,7.8576,8
12,7.8576,6
12,7.8576,9
12,7.8576,7
12,7.8576,8
12,7.8576,9
12,7.8576,9
12,7.8576,8
12,7.8576,11
12,7.8576,8
12,7.8576,9
12,7.8576,8
12,7.8576,7
12,7.8576,5
12,7.8576,8
12,7.8576,6
12,7.8576,9
12,7.8576,7
12,7.8576,9
12,7.8576,7
12,7.8576,6
12,7.8576,7
12,7.8576,6
12,7.8576,6
12,7.8576,7
12,7.8576,9
12,7.8576,8
12,7.8576,7
12,7.8576,6
12,7.8576,7
12,7.8576,10
12,7.8576,8
12,7.8576,6
12,7.8576,7
12,7.8576,6
12,7.8576,7
12,7.8576,8
12,7.8576,8
12,7.8576,8
12,7.8576,6
12,7.8576,8
12,7.8576,6
12,7.8576,8
12,7.8576,8
12,7.8576,8
12,7.8576,6
12,7.8576,7
12,7.8576,7
12,7.8576,8
12,7.8576,9
12,7.8576,7
12,7.8576,7
12,7.8576,8
12,7.8576,6
12,7.8576,8
12,7.8576,6
12,7.8576,6
12,7.8576,7
12,7.8576,8
12,7.8576,9
12,7.8576,7
12,7.8576,10
12,7.8576,9
12,7.8576,6
12,7.8576,9
12,7.8576,7
12,7.8576,9
12,7.8576,6
12,7.8576,8
12,7.8576,5
12,7.8576,7
12,7.8576,7
12,7.8576,9
12,7.8576,7
12,7.8576,8
12,7.8576,9
12,7.8576,6
12,7.8576,6
12,7.8576,9
12,7.8576,10
12,7.8576,7
12,7.8576,8
12,7.8576,8
12,7.8576,8
12,7.8576,7
12,7.8576,8
12,7.8576,6
12,7.8576,6
12,7.8576,8
12,7.8576,7
12,7.8576,8
12,7.8576,6
12,7.8576,8
12,7.8576,7
12,7.8576,7
12,7.8576,8
12,7.8576,7
12,7.8576,9
12,7.8576,7
12,7.8576,6
12,7.8576,5
12,7.8576,6
12,7.8576,6
12,7.8576,8
12,7.8576,7
12,7.8576,9
12,7.8576,6
12,7.8576,9
12,7.8576,6
12,7.8576,5
12,7.8576,10
12,7.8576,11
12,7.8576,8
12,7.8576,8
12,7.8576,7
12,7.8576,6
12,7.8576,8
12,7.8576,10
12,7.8576,8
12,7.8576,7
12,7.8576,8
12,7.8576,7
12,7.8576,7
12,7.8576,8
12,7.8576,9
12,7.8576,10
12,7.8576,10
12,7.8576,8
12,7.8576,8
12,7.8576,10
12,7.8576,5
12,7.8576,7
12,7.8576,6
12,7.8576,7
12,7.8576,8
12,7.8576,7
12,7.8576,8
12,7.8576,7
12,7.8576,7
12,7.8576,9
12,7.8576,8
12,7.8576,6
12,7.8576,6
12,7.8576,8
12,7.8576,7
12,7.8576,8
12,7.8576,8
12,7.8576,6
12,7.8576,7
12,7.8576,8
12,7.8576,7
12,7.8576,6
12,7.8576,9
12,7.8576,7
12,7.8576,9
12,7.8576,7
12,7.8576,9
12,7.8576,10
12,7.8576,8
12,7.8576,8
12,7.8576,7
12,7.8576,8
12,7.8576,7
12,7.8576,8
12,7.8576,6
12,7.8576,9
12,7.8576,9
12,7.8576,8
12,7.8576,8
12,7.8576,8
12,7.8576,6
12,7.8576,10
12,7.8576,8
12,7.8576,11
12,7.8576,8
12,7.8576,6
12,7.8576,11
12,7.8576,8
12,7.8576,9
12,7.8576,8
12,7.8576,8
12,7.8576,8
12,7.8576,6
12,7.8576,10
12,7.8576,8
12,7.8576,7
12,7.8576,7
12,7.8576,9
12,7.8576,9
12,7.8576,9
12,7.8576,7
12,7.8576,5
12,7.8576,6
12,7.8576,8
12,7.8576,7
12,7.8576,8
12,7.8576,6
12,7.8576,8
12,7.8576,7
12,7.8576,6
12,7.8576,8
12,7.8576,8
12,7.8576,10
12,7.8576,7
12,7.8576,8
12,7.8576,8
12,7.8576,7
12,7.8576,6
12,7.8576,9
12,7.8576,7
12,7.8576,9
12,7.8576,7
12,7.8576,7
12,7.8576,8
12,7.8576,6
12,7.8576,8
12,7.8576,7
12,7.8576,8
12,7.8576,8
12,7.8576,8
12,7.8576,8
12,7.8576,8
12,7.8576,5
12,7.8576,7
12,7.8576,7
12,7.8576,8
12,7.8576,9
12,7.8576,6
12,7.8576,6
12,7.8576,8
12,7.8576,8
12,7.8576,7
12,7.8576,8
12,7.8576,9
12,7.8576,8
12,7.8576,8
12,7.8576,6
12,7.8576,9
12,7.8576,8
12,7.8576,9
12,7.8576,11
12,7.8576,8
12,7.8576,7
12,7.8576,8
12,7.8576,9
12,7.8576,7
12,7.8576,7
12,7.8576,7
12,7.8576,6
12,7.8576,8
12,7.8576,8
12,7.8576,9
12,7.8576,8
12,7.8576,6
12,7.8576,7
12,7.8576,8
12,7.8576,7
12,7.8576,7
12,7.8576,7
12,7.8576,10
12,7.8576,8
12,7.8576,8
12,7.8576,10
12,7.8576,9
12,7.8576,7
12,7.8576,9
12,7.8576,6
12,7.8576,6
12,7.8576,6
12,7.8576,7
12,7.8576,8
12,7.8576,8
12,7.8576,10
12,7.8576,7
12,7.8576,7
12,7.8576,6
12,7.8576,8
12,7.8576,6
12,7.8576,6
12,7.8576,7
12,7.8576,6
12,7.8576,9
12,7.8576,7
12,7.8576,8
12,7.8576,6
12,7.8576,9
12,7.8576,9
12,7.8576,9
12,7.8576,6
12,7.8576,6
12,7.8576,8
12,7.8576,6
12,7.8576,6
12,7.8576,6
12,7.8576,9
12,7.8576,7
12,7.8576,9
12,7.8576,6
12,7.8576,9
12,7.8576,5
12,7.8576,8
12,7.8576,7
12,7.8576,8
12,7.8576,6
12,7.8576,9
12,7.8576,8
12,7.8576,8
12,7.8576,6
12,7.8576,9
12,7.8576,8
13,8.9226,7
13,8.9226,8
13,8.9226,6
13,8.9226,8
13,8.9226,8
13,8.9226,8
13,8.9226,9
13,8.9226,8
13,8.9226,7
13,8.9226,8
13,8.9226,6
13,8.9226,9
13,8.9226,8
13,8.9226,8
13,8.9226,7
13,8.9226,8
13,8.9226,7
13,8.9226,7
13,8.9226,10
13,8.9226,9
13,8.9226,7
13,8.9226,7
13,8.9226,5
13,8.9226,8
13,8.9226,8
13,8.9226,7
13,8.9226,7
13,8.9226,9
13,8.9226,8
13,8.9226,7
13,8.9226,11
13,8.9226,9
13,8.9226,8
13,8.9226,6
13,8.9226,8
13,8.9226,7
13,8.9226,8
13,8.9226,8
13,8.9226,8
13,8.9226,8
13,8.9226,8
13,8.9226,10
13,8.9226,7
13,8.9226,9
13,8.9226,8
13,8.9226,10
13,8.9226,9
13,8.9226,8
13,8.9226,9
13,8.9226,8
13,8.9226,7
13,8.9226,7
13,8.9226,10
13,8.9226,7
13,8.9226,8
13,8.9226,8
13,8.9226,10
13,8.9226,6
13,8.9226,7
13,8.9226,9
13,8.9226,8
13,8.9226,8
13,8.9226,7
13,8.9226,9
13,8.9226,8
13,8.9226,10
13,8.9226,9
13,8.9226,10
13,8.9226,8
13,8.9226,8
13,8.9226,11
13,8.9226,8
13,8.9226,8
13,8.9226,7
13,8.9226,9
13,8.9226,7
13,8.9226,6
13,8.9226,6
13,8.9226,8
13,8.9226,7
13,8.9226,7
13,8.9226,9
13,8.9226,8
13,8.9226,8
13,8.9226,8
13,8.9226,8
13,8.9226,8
13,8.9226,8
13,8.9226,11
13,8.9226,6
13,8.9226,9
13,8.9226,8
13,8.9226,9
13,8.9226,7
13,8.9226,9
13,8.9226,7
13,8.9226,8
13,8.9226,7
13,8.9226,9
13,8.9226,8
13,8.9226,8
13,8.9226,8
13,8.9226,7
13,8.9226,7
13,8.9226,8
13,8.9226,8
13,8.9226,7
13,8.9226,7
13,8.9226,7
13,8.9226,8
13,8.9226,8
13,8.9226,7
13,8.9226,8
13,8.9226,11
13,8.9226,7
13,8.9226,8
13,8.9226,7
13,8.9226,7
13,8.9226,10
13,8.9226,6
13,8.9226,8
13,8.9226,9
13,8.9226,8
13,8.9226,7
13,8.9226,8
13,8.9226,6
13,8.9226,7
13,8.9226,8
13,8.9226,8
13,8.9226,7
13,8.9226,7
13,8.9226,10
13,8.9226,7
13,8.9226,7
13,8.9226,7
13,8.9226,10
13,8.9226,9
13,8.9226,7
13,8.9226,10
13,8.9226,7
13,8.9226,7
13,8.9226,10
13,8.9226,6
13,8.9226,7
13,8.9226,7
13,8.9226,8
13,8.9226,9
13,8.9226,7
13,8.9226,8
13,8.9226,8
13,8.9226,8
13,8.9226,8
13,8.9226,6
13,8.9226,7
13,8.9226,8
13,8.9226,9
13,8.9226,7
13,8.9226,10
13,8.9226,9
13,8.9226,11
13,8.9226,10
13,8.9226,8
13,8.9226,9
13,8.9226,8
13,8.9226,7
13,8.9226,8
13,8.9226,9
13,8.9226,7
13,8.9226,8
13,8.9226,7
13,8.9226,9
13,8.9226,7
13,8.9226,7
13,8.9226,8
13,8.9226,8
13,8.9226,6
13,8.9226,9
13,8.9226,10
13,8.9226,9
13,8.9226,7
13,8.9226,8
13,8.9226,7
13,8.9226,8
13,8.9226,6
13,8.9226,7
13,8.9226,8
13,8.9226,7
13,8.9226,7
13,8.9226,6
13,8.9226,9
13,8.9226,8
13,8.9226,9
13,8.9226,7
13,8.9226,8
13,8.9226,7
13,8.9226,6
13,8.9226,8
13,8.9226,6
13,8.9226,9
13,8.9226,8
13,8.9226,8
13,8.9226,7
13,8.9226,8
13,8.9226,6
13,8.9226,7
13,8.9226,8
13,8.9226,7
13,8.9226,8
13,8.9226,8
13,8.9226,9
13,8.9226,7
13,8.9226,9
13,8.9226,10
13,8.9226,8
13,8.9226,8
13,8.9226,8
13,8.9226,8
13,8.9226,9
13,8.9226,7
13,8.9226,10
13,8.9226,8
13,8.9226,11
13,8.9226,8
13,8.9226,10
13,8.9226,10
13,8.9226,8
13,8.9226,8
13,8.9226,7
13,8.9226,9
13,8.9226,9
13,8.9226,6
13,8.9226,7
13,8.9226,9
13,8.9226,9
13,8.9226,7
13,8.9226,8
13,8.9226,8
13,8.9226,7
13,8.9226,10
13,8.9226,7
13,8.9226,7
13,8.9226,7
13,8.9226,6
13,8.9226,9
13,8.9226,8
13,8.9226,7
13,8.9226,9
13,8.9226,10
13,8.9226,6
13,8.9226,8
13,8.9226,9
13,8.9226,9
13,8.9226,8
13,8.9226,7
13,8.9226,6
13,8.9226,8
13,8.9226,8
13,8.9226,9
13,8.9226,5
13,8.9226,9
13,8.9226,8
13,8.9226,7
13,8.9226,7
13,8.9226,10
13,8.9226,8
13,8.9226,8
13,8.9226,8
13,8.9226,8
13,8.9226,8
13,8.9226,8
13,8.9226,9
13,8.9226,9
13,8.9226,7
13,8.9226,8
13,8.9226,8
13,8.9226,7
13,8.9226,7
13,8.9226,7
13,8.9226,7
13,8.9226,8
13,8.9226,8
13,8.9226,10
13,8.9226,6
13,8.9226,8
13,8.9226,8
13,8.9226,9
13,8.9226,11
13,8.9226,7
13,8.9226,9
13,8.9226,9
13,8.9226,8
13,8.9226,8
13,8.9226,9
13,8.9226,8
13,8.9226,7
13,8.9226,10
13,8.9226,6
13,8.9226,9
13,8.9226,8
13,8.9226,10
13,8.9226,10
13,8.9226,6
13,8.9226,8
13,8.9226,9
13,8.9226,7
13,8.9226,8
13,8.9226,7
13,8.9226,7
13,8.9226,8
13,8.9226,9
13,8.9226,7
13,8.9226,6
13,8.9226,8
13,8.9226,7
13,8.9226,6
13,8.9226,10
13,8.9226,8
13,8.9226,8
13,8.9226,8
13,8.9226,7
13,8.9226,10
13,8.9226,6
13,8.9226,7
13,8.9226,6
13,8.9226,10
13,8.9226,6
13,8.9226,8
13,8.9226,9
13,8.9226,5
13,8.9226,7
13,8.9226,8
13,8.9226,7
13,8.9226,8
13,8.9226,10
13,8.9226,8
13,8.9226,8
13,8.9226,6
13,8.9226,6
13,8.9226,7
13,8.9226,6
13,8.9226,8
13,8.9226,8
13,8.9226,8
13,8.9226,8
13,8.9226,10
13,8.9226,6
13,8.9226,9
13,8.9226,8
13,8.9226,8
13,8.9226,9
13,8.9226,8
13,8.9226,8
13,8.9226,7
13,8.9226,7
13,8.9226,8
13,8.9226,6
13,8.9226,7
13,8.9226,8
13,8.9226,9
13,8.9226,7
13,8.9226,8
13,8.9226,7
13,8.9226,8
13,8.9226,8
13,8.9226,8
13,8.9226,7
13,8.9226,7
13,8.9226,7
13,8.9226,7
13,8.9226,8
13,8.9226,7
13,8.9226,10
13,8.9226,8
13,8.9226,8
13,8.9226,7
13,8.9226,8
13,8.9226,9
13,8.9226,8
13,8.9226,8
13,8.9226,7
13,8.9226,7
13,8.9226,9
13,8.9226,8
13,8.9226,8
13,8.9226,8
13,8.9226,7
13,8.9226,8
13,8.9226,7
13,8.9226,8
13,8.9226,8
13,8.9226,8
13,8.9226,8
13,8.9226,7
13,8.9226,8
13,8.9226,6
13,8.9226,8
13,8.9226,7
13,8.9226,7
13,8.9226,8
13,8.9226,8
13,8.9226,7
13,8.9226,7
13,8.9226,7
13,8.9226,8
13,8.9226,7
13,8.9226,7
13,8.9226,8
13,8.9226,9
13,8.9226,8
13,8.9226,9
13,8.9226,6
13,8.9226,8
13,8.9226,8
13,8.9226,8
13,8.9226,8
13,8.9226,6
13,8.9226,8
13,8.9226,8
13,8.9226,8
13,8.9226,8
13,8.9226,8
13,8.9226,10
13,8.9226,8
13,8.9226,10
13,8.9226,10
13,8.9226,7
13,8.9226,8
13,8.9226,8
13,8.9226,8
13,8.9226,8
13,8.9226,9
13,8.9226,11
13,8.9226,8
13,8.9226,9
13,8.9226,7
13,8.9226,7
13,8.9226,7
13,8.9226,8
13,8.9226,8
13,8.9226,7
13,8.9226,8
13,8.9226,9
13,8.9226,7
13,8.9226,8
13,8.9226,8
13,8.9226,9
13,8.9226,9
13,8.9226,6
13,8.9226,9
13,8.9226,6
13,8.9226,9
13,8.9226,8
13,8.9226,7
13,8.9226,7
13,8.9226,7
13,8.9226,8
13,8.9226,9
13,8.9226,8
13,8.9226,8
13,8.9226,9
13,8.9226,7
13,8.9226,8
13,8.9226,10
13,8.9226,7
13,8.9226,8
13,8.9226,9
13,8.9226,7
13,8.9226,7
13,8.9226,6
13,8.9226,10
13,8.9226,8
13,8.9226,8
13,8.9226,7
13,8.9226,6
13,8.9226,7
13,8.9226,8
13,8.9226,9
13,8.9226,7
13,8.9226,7
13,8.9226,7
13,8.9226,8
13,8.9226,10
13,8.9226,7
13,8.9226,8
13,8.9226,7
13,8.9226,8
13,8.9226,9
13,8.9226,7
13,8.9226,8
13,8.9226,8
13,8.9226,8
13,8.9226,5
13,8.9226,8
13,8.9226,9
13,8.9226,9
13,8.9226,7
13,8.9226,7
13,8.9226,11
13,8.9226,8
13,8.9226,7
13,8.9226,8
13,8.9226,9
13,8.9226,11
13,8.9226,6
13,8.9226,8
13,8.9226,10
13,8.9226,8
13,8.9226,10
13,8.9226,9
13,8.9226,9
13,8.9226,9
13,8.9226,9
13,8.9226,10
13,8.9226,6
13,8.9226,9
13,8.9226,9
13,8.9226,7
13,8.9226,9
13,8.9226,7
13,8.9226,9
13,8.9226,6
13,8.9226,6
13,8.9226,9
13,8.9226,10
13,8.9226,7
13,8.9226,10
13,8.9226,8
13,8.9226,7
13,8.9226,8
13,8.9226,9
13,8.9226,6
13,8.9226,8
13,8.9226,8
13,8.9226,7
13,8.9226,7
13,8.9226,11
13,8.9226,6
13,8.9226,6
13,8.9226,10
